id,originalId,ExpCondition,date,time,attempts,mobile,referer,ip,device,os,browser,inviterId,barChart,polMap,svr,radar,suppTimer1,suppTimer2,suppTimer3,sex,age,education,province,interestInPolitics,voteIntention,voteReason,prevVote,forecastVote_m18to35noUni,forecastVote_m18to35Uni,forecastVote_f18to35noUni,forecastVote_f18to35Uni,forecastVote_m36to50noUni,forecastVote_m36to50Uni,forecastVote_f36to50noUni,forecastVote_f36to50Uni,forecastVote_m51to65noUni,forecastVote_m51to65Uni,forecastVote_f51to65noUni,forecastVote_f51to65Uni,forecastVote_mOver65noUni,forecastVote_mOver65Uni,forecastVote_fOver65noUni,forecastVote_fOver65Uni,usefulResult,placeTimer1,placeTimer2,placeTimer3,placeTimer4,LRplace_Self,placeLR_VVD,placeLR_PvdA,placeLR_PVV,placeLR_SP,placeLR_CDA,placeLR_D66,placeLR_GL,ProgConsplace_Self,placeProgCons_VVD,placeProgCons_PvdA,placeProgCons_PVV,placeProgCons_SP,placeProgCons_CDA,placeProgCons_D66,placeProgCons_GL,placeLeader_Rutte,placeLeader_Asscher,placeLeader_Roemer,placeLeader_Buma,placeLeader_Wilders,placeLeader_Pechtold,placeLeader_Klaver,PTV_VVD,PTV_PvdA,PTV_PVV,PTV_SP,PTV_CDA,PTV_D66,PTV_GL,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,totalTime
1711,58c6b01fdbcdbebd1048a665,1,2017-03-13,14:43:43,1,0,http://l.facebook.com/l.php?u=http://www.stem-consult.nl/,9de31d34db5474044b9192ada788309c,Other 0.0.0,Windows 7 0.0.0,IE 11.0.0,-999,-999,-999,-999,-999,35.2,54.8,-999,2,38,5,4,2,11,2,6,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.5,10.3,29.5,33.7,-999,4,6,1,8,5,6,5,-999,-999,-999,-999,-999,-999,0,-999,7,6,7,5,1,5,5,2,8,0,9,7,7,7,2,3,3,2,3,2,2,2,3,4,2,3,2,3,4,4,2,2,5,2,2,2,4,4,2,7.7,13.6,14.4,3.4,10.3,13.3,14.4,15.8,11.2,4,6.8,10.1,4.7,6.6,19.6,7.1,3.9,7.2,6.1,5.2,4.5,6.8,9.4,5.4,9.9,221.4
1712,58c6b04ddbcdbebd1048a667,1,2017-03-13,14:44:29,1,0,https://www.facebook.com/,f7c0108490863aeb9ac8ef4436483306,Other 0.0.0,Mac OS X 10.9.0,Firefox 51.0.0,-999,-999,-999,-999,-999,21.1,79.1,-999,2,19,7,5,2,14,1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,64.7,19,78.1,81.7,8,-999,-999,-999,-999,-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,9,4,1,6,7,3,0,9,0,8,0,6,0,0,3,4,5,5,3,4,4,2,2,2,2,4,1,5,4,5,3,4,3,2,2,4,2,4,4,24.1,4.9,7.9,2,9.3,4.5,15.9,7.1,4,4.3,3.7,4.2,2.9,5.2,23.6,9,7.3,9.8,4.1,3,24,5.9,12.3,6.5,3.4,208.9
1713,58c6b0eedbcdbebd1048a669,1,2017-03-13,14:47:10,1,0,https://www.facebook.com/,e0e313a9ec2f5be352fa0ba3546e8923,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,0,-999,-999,-999,22.1,31.1,-999,2,41,7,6,3,8,2,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.6,3.7,32.8,23.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,5,3,8,1,6,6,7,5,0,1,6,6,7,1,2,1,4,2,4,5,1,4,4,2,4,2,4,4,4,2,2,4,3,2,3,3,3,2,3.4,2.7,2.4,3.5,3.3,5,4.7,2.4,4,3.3,2.7,3.4,4.9,3.8,3.8,5.6,2.6,2.5,2.4,3.2,3,2.8,11.7,1.8,2.4,91.3
1714,58c6b166dbcdbebd1048a66b,1,2017-03-13,14:49:10,1,0,https://www.facebook.com/,f3acc9eaf95df4e1f8655cf06fa46a08,Other 0.0.0,Mac OS X 10.12.0,Firefox 51.0.0,-999,-999,-999,-999,-999,4.1,2.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,1.7,5.2,6.9,4.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,4,2,5,4,2,-999,1,2,5,2,5,2,4,5,4,2,3,2,2,-999,3,4,5,2,8.5,2.6,3.5,3.5,3.6,2.9,17,6,3.2,5.6,1.8,4,2.3,3.2,6.7,4.7,2.5,11,3,2.9,10.1,4.4,11.6,5.6,4.9,135.1
1715,58c6b207dbcdbebd1048a66d,1,2017-03-13,14:51:51,1,0,https://www.facebook.com/,b4a5adc0c668b49a4ea3d3f9bca1056a,Other 0.0.0,Windows 8.1 0.0.0,Chrome 56.0.2924,-999,1,1,1,1,30.6,42.9,-999,2,60,7,4,2,12,2,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,47.5,43.6,30.5,21.2,8,8,3,7,1,5,4,1,8,8,3,5,2,6,5,1,8,3,1,5,0,5,2,10,0,2,0,2,1,0,5,5,5,4,2,5,5,2,2,4,2,5,1,4,2,2,4,4,4,3,4,4,2,5,3,8.4,2.7,3.7,2.7,2.6,2.8,2.7,4,3.9,3.8,2.3,2.4,2.6,2.9,3.2,5.2,3.7,2.2,2.3,4.7,3.1,3.6,3.2,4,3.5,86.2
1716,58c6b27ddbcdbebd1048a66f,1,2017-03-13,14:53:49,1,0,https://www.facebook.com/,768f08314d8412dbd2433b07570d0896,Other 0.0.0,Windows 7 0.0.0,Firefox 51.0.0,-999,-999,-999,-999,-999,20.3,37.6,-999,1,22,7,7,2,4,2,-997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,30.2,1.1,5.4,34.2,-999,-999,6,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,3,0,1,0,10,9,1,2,2,5,2,2,5,1,5,5,1,4,2,3,5,5,1,3,3,3,-999,3,3,1,1,5.4,3.1,2.4,2.2,3.6,3.7,4.5,3,3,3.2,2.3,5.2,10.9,6.6,5,4.2,2.4,4.3,4,3.8,4.5,2.9,2.5,2.8,3.1,98.6
1717,58c6b27ddbcdbebd1048a670,1,2017-03-13,14:53:49,1,0,https://www.facebook.com/,41aaaa1188b4419cc0d7468d21479dce,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,57.2,37.3,-999,1,48,5,12,3,-996,7,-995,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.2,23.3,20.8,14.8,-999,-999,0,-999,-999,-999,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,5,6,7,4,3,8,6,5,7,3,5,5,5,5,4,3,4,1,3,4,4,1,2,4,3,4,1,4,4,4,3,2,2,4,2,1,4,2,3,7.4,6.6,2.6,2.2,2.9,4.2,4.2,3.6,4.5,2.8,2.4,3.8,3.1,3.1,6,6.4,2.3,2.8,7.1,10,5.1,3,7.2,5.1,6,114.4
1718,58c6b2b7dbcdbebd1048a673,1,2017-03-13,14:54:47,1,0,https://www.facebook.com/,710ed843ff5a334981dad91f1f6380a3,Other 0.0.0,Mac OS X 10.11.6,Safari 10.0.2,-999,-999,-999,-999,-999,19.6,57.3,-999,2,49,4,12,2,12,7,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,64.6,40.8,24.4,19.3,7,7,-999,10,-999,5,5,-999,8,7,0,10,0,5,5,0,8,1,1,2,4,2,0,9,0,5,0,0,0,0,4,1,5,3,1,5,1,5,2,4,3,5,1,4,3,2,4,2,4,1,4,2,4,3,4,12,6.8,3.5,4.6,2.1,4.2,4.6,3.7,6.4,5.4,33.4,3.5,2.6,3.3,4.9,9.4,4.7,7.2,4.6,2.3,2.4,3.6,5.2,7.9,8.1,156.4
1719,58c6b2d4dbcdbebd1048a675,1,2017-03-13,14:55:16,1,0,http://l.facebook.com/l.php?u=http://www.stem-consult.nl/,686995f9e316b1906f96cd724c39bb25,Samsung GT-P5210 0.0.0,Android 4.4.2,Android 4.4.2,-999,-999,-999,-999,-999,57.7,111.9,77.1,1,47,4,6,3,-996,-999,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-996,-1,-1,-1,-998,20.4,6.2,24.9,35.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,3,3,2,2,3,2,3,2,2,3,4,2,4,2,3,4,3,3,2,3,3,2,3,3,15.2,23.1,8.5,7.7,4.7,20.5,21.4,13.1,9.9,6.7,7.8,11.9,4.7,5.2,15.1,8.1,17.1,11.6,6.1,6.3,16.9,6.7,15.5,14.2,7.8,285.8
1720,58c6b2fddbcdbebd1048a677,1,2017-03-13,14:55:57,1,0,https://www.facebook.com/,87a894036900ca4dbbdb95983c52d6df,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,24.2,33,-999,2,23,7,12,1,-996,-998,-996,-1,-1,-1,-1,-996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.3,31,15.9,18.8,7,7,4,6,2,6,5,1,7,8,5,8,2,8,3,0,10,0,1,7,1,3,0,7,0,7,0,7,2,0,5,3,5,5,1,5,5,1,1,4,2,5,1,5,1,1,5,5,5,1,-999,5,-999,5,5,6.7,4.7,9.4,2.7,2.8,3,5.1,5.7,4,4.1,2.3,3.4,4.2,3.4,3.9,3.9,2.4,5.5,6.1,2.8,5.3,2.4,5.9,4.9,3.2,107.8
1721,58c6b324dbcdbebd1048a679,1,2017-03-13,14:56:36,1,0,https://www.facebook.com/,686995f9e316b1906f96cd724c39bb25,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,1,-999,-999,-999,17.4,65.5,-999,2,18,6,12,2,-996,-999,-999,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.4,71,33.7,44.7,7,8,8,3,5,8,8,7,3,5,4,7,4,5,3,1,8,5,5,8,0,8,7,6,8,0,4,9,9,8,2,2,2,3,-999,3,2,4,5,4,1,2,3,2,2,4,1,3,5,2,2,3,4,4,1,2.4,3.8,1.6,2.1,2.2,2.2,2.1,2.2,1.8,3,2.7,1.9,1.9,2.1,26.6,19.8,3.1,8.7,3.4,4.1,3.3,4.2,5.2,6.1,2.5,119
1722,58c6b325dbcdbebd1048a67b,1,2017-03-13,14:56:37,1,0,https://www.facebook.com/,3126fa62be42b73b3b7923a8ecee64f6,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,16.2,26.3,-999,1,24,6,3,3,8,2,10,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34.9,6.5,20.6,15.6,10,1,0,3,10,0,3,6,-999,-999,-999,-999,-999,-999,-999,-999,5,0,10,1,0,4,5,0,0,0,9,0,0,3,1,3,-999,1,-999,4,-999,2,2,5,-999,4,2,-999,-999,4,1,1,2,2,1,2,-999,5,-999,4,3.8,4.1,4,2.3,3.4,7.6,3.1,10,2.7,2.7,3.6,5.3,3.7,3.8,5.8,2.1,2.5,3.5,4.2,2.5,3.4,4.6,3.6,6.6,102.9
1723,58c6b3a7dbcdbebd1048a67d,1,2017-03-13,14:58:47,1,0,https://www.facebook.com/,e0e763bab3f5a8e8bae229a777f580b2,Other 0.0.0,Ubuntu 0.0.0,Firefox 51.0.0,-999,-999,-999,-999,-999,15.2,23.9,-999,1,27,6,12,3,12,2,11,-1,-1,-1,-1,-1,-1,-1,-1,-997,-1,-1,-1,-1,-1,-1,-1,-1,23.8,6.5,12.3,10.9,-999,9,0,0,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,10,4,2,0,0,2,2,10,0,0,0,0,0,0,5,3,4,3,1,3,4,1,4,4,1,4,1,3,2,2,3,3,4,3,3,5,3,5,3,5.4,7.4,2.3,2.1,1.6,3,2.4,2.4,1.8,1.7,1.5,2,2.1,2,4.4,2.7,1.8,5.8,2,2.6,1.9,2.6,4.5,3.3,2.5,71.8
1724,58c6b3fcdbcdbebd1048a680,1,2017-03-13,15:00:12,1,0,https://www.facebook.com/,87a894036900ca4dbbdb95983c52d6df,Other 0.0.0,Windows 8.1 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,12,20.1,-999,2,25,7,7,1,4,2,4,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.6,18.9,17.8,17.7,7,7,4,4,0,6,6,2,6,7,3,9,0,8,3,2,8,6,2,3,1,7,2,8,2,0,0,0,8,0,5,4,2,5,3,5,5,2,2,5,1,4,2,2,2,2,4,5,5,1,3,5,2,5,3,3,8.8,1.7,1.6,3.3,2.1,2.2,1.9,2.2,2,1.7,2,2,1.9,1.9,3.7,3.9,1.8,2.1,2.7,4,2.2,2.1,2.9,2.5,66.2
1725,58c6b41cdbcdbebd1048a682,1,2017-03-13,15:00:44,1,0,https://www.facebook.com/,f3acc9eaf95df4e1f8655cf06fa46a08,Other 0.0.0,Mac OS X 10.11.3,Safari 9.0.3,-999,0,-999,-999,-999,22,45.1,-999,1,19,4,12,2,6,2,-997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,54.3,41.2,48.5,26.6,1,9,2,10,0,5,4,1,1,7,1,10,2,8,0,0,3,5,4,3,0,8,8,1,4,0,4,1,9,9,2,2,1,4,2,1,-999,2,5,5,1,2,3,1,1,5,1,2,4,2,2,2,4,2,1,5,6.7,5,3,76.2,13,4.5,24.2,3.3,3.6,2.1,10,4.3,3.2,12,3.4,1.6,3.4,10.2,2.9,9.5,11,3,4.9,2.4,228.4
1726,58c6b42adbcdbebd1048a684,1,2017-03-13,15:00:58,1,0,https://www.facebook.com/,e0e313a9ec2f5be352fa0ba3546e8923,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,22.5,10.8,-999,1,24,4,12,3,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,27,20.2,25.9,24.8,5,7,5,10,5,5,5,2,4,7,5,8,4,6,5,3,2,7,7,5,2,5,5,0,6,0,6,4,5,6,2,2,3,1,-999,3,3,2,4,4,2,3,1,3,2,3,3,1,2,1,1,2,4,4,1,12.3,7.5,5.2,2.7,3.1,6.7,13.9,4.6,4.8,6.7,3.3,7.8,3.4,9.4,19.9,13,4.6,3.1,9.1,2.8,3.8,3.3,9,4.9,3.9,168.8
1727,58c6b469dbcdbebd1048a686,1,2017-03-13,15:02:01,1,0,https://www.utwente.nl/nieuws/!/2017/3/374146/politieke-keuzestress-gebruik-stem-consult,87a894036900ca4dbbdb95983c52d6df,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-1,-999,-999,-999,22.9,39.1,54.7,2,20,6,12,1,6,2,-997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,1,43.4,24.3,15.2,15.4,8,7,5,1,2,6,8,7,2,6,5,10,4,7,2,0,8,3,0,5,0,8,8,7,3,0,4,4,8,10,4,1,2,5,2,2,2,2,5,5,1,4,2,2,2,5,1,1,5,2,2,2,5,2,3,4.8,4.8,4,3.9,2.4,22.3,3,2.4,2.3,2.4,2.3,2.8,5.7,2.1,8.3,15.6,2.1,3.2,1.8,2.2,2.8,2.3,3.3,5.9,3.3,116
1728,58c6b474dbcdbebd1048a688,1,2017-03-13,15:02:12,1,0,https://www.utwente.nl/nieuws/!/2017/3/374146/politieke-keuzestress-gebruik-stem-consult,683997367792dda3caeb769f017889b4,Other 0.0.0,Windows 10 0.0.0,IE 11.0.0,-999,-1,-999,-999,-999,30.6,50.3,-999,1,40,6,9,2,-996,7,4,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.7,7.8,53,40.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,8,6,7,1,9,3,7,5,5,5,7,6,4,-999,-999,4,2,2,4,2,2,2,3,2,4,2,4,3,3,3,2,2,2,2,3,3,2,4,14.2,5.8,4.6,2.5,2.9,4,8.3,13.3,5.8,9.9,5.5,4,4.6,4.3,12.8,13.8,4.6,3.6,7.7,2.7,4.9,7.6,8,3.7,9.1,168.2
1729,58c6b488dbcdbebd1048a68a,1,2017-03-13,15:02:32,1,0,http://www.stem-consult.nl/,40b47da7f424151b679ddb75c12238e4,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-1,-999,-999,-999,31.6,88.2,-999,2,20,6,12,2,4,2,-997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-996,-1,74,67.9,30.2,34.2,6,8,4,10,3,5,5,3,3,5,5,10,5,5,3,2,9,7,3,7,0,9,6,8,4,0,0,4,9,4,2,2,4,5,2,-999,-999,-999,4,5,1,4,3,4,-999,3,2,2,5,3,3,3,-999,-999,2,6,3.1,4.6,2.6,36.2,7.4,2.7,7.5,5.5,5.4,3.6,4.2,4.3,8.2,21.8,6.5,2.8,17.1,2.2,4.4,12.9,3.1,2.4,4.9,3.4,182.8
1730,58c6b48ddbcdbebd1048a68c,1,2017-03-13,15:02:37,1,0,https://www.facebook.com/,710ed843ff5a334981dad91f1f6380a3,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,28.6,54,-999,1,49,-998,12,4,9,7,1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.6,1.1,4.5,8.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,3,3,3,1,2,1,3,5,-999,1,5,1,1,3,1,1,3,1,1,3,3,3,5.9,6.6,8.2,4.5,2.4,3.1,5.3,4.7,7,5,5.2,5.6,4.5,7.9,8.9,6.9,3.2,6.4,3.8,3.9,6.1,2.5,4.9,5,6,133.5
1731,58c6b4fadbcdbebd1048a68e,1,2017-03-13,15:04:26,1,0,http://www.stem-consult.nl/,41aaaa1188b4419cc0d7468d21479dce,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,23.3,38.2,-999,2,22,6,12,2,4,2,4,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52.5,29.6,36,24.1,6,9,3,10,1,8,6,3,8,2,7,0,6,3,9,9,6,6,3,5,0,8,5,6,5,0,4,6,8,6,4,3,4,5,3,4,3,2,3,4,1,2,2,3,4,4,4,4,3,2,2,4,3,2,2,9.8,3.2,4.6,1.6,2.7,4.8,7.7,2.5,8.5,5.4,2.4,4.5,3.6,3.6,4.9,5.7,1.8,2.6,2.3,5.1,3.2,2.9,2.4,1.9,2.1,99.8
1732,58c6b507dbcdbebd1048a690,1,2017-03-13,15:04:39,1,0,http://www.groningerkrant.nl/2017/03/politieke-keuzestress-kom-op-stem-consult/,e28d48c21f46a8cedf4c8ab1484d807f,Other 0.0.0,Windows 10 0.0.0,Edge 14.14393.0,-999,-999,-999,-999,-999,34.2,11.5,-999,2,51,5,5,2,-999,-999,-999,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.7,6.2,56.7,9.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,4,2,7,0,4,2,-999,-999,-999,-999,-999,-999,-999,4,4,4,4,1,4,2,2,3,2,2,4,2,4,2,2,4,2,-999,3,2,4,4,4,3,20.2,5.9,4.4,1.8,3.6,3.5,5.5,2.6,5.5,2.3,2.2,3.5,2.7,2.5,3.8,3.8,3.1,4.3,3.6,2.9,2.9,2.3,3.3,3.1,4,103.3
1733,58c6b52adbcdbebd1048a692,1,2017-03-13,15:05:14,1,0,http://www.stem-consult.nl/,6eea1c5912a46bf5e72863148e196691,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,25.8,66.8,-999,2,19,6,11,3,-996,-998,-997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,51.3,18.9,31.9,16.5,7,7,6,3,5,6,6,5,8,6,6,1,4,5,8,7,9,7,6,4,2,8,6,9,6,2,5,5,9,7,2,2,3,5,-999,2,2,2,2,5,1,3,2,3,4,4,2,1,4,2,3,3,4,-999,2,7.1,4.1,3.9,3.1,2.9,8.9,6.9,4.1,4.4,2.6,1.8,2.9,2.9,2.9,9.5,12.6,5.1,3,5.6,3.4,9.6,6.9,13,8.3,3.5,139
1734,58c6b539dbcdbebd1048a694,1,2017-03-13,15:05:29,1,0,https://www.facebook.com/,768f08314d8412dbd2433b07570d0896,Other 0.0.0,Windows 10 0.0.0,Edge 14.14393.0,-999,-999,-999,-999,-999,28.3,39.7,-999,2,45,6,8,3,14,6,11,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.7,1.4,29.7,35.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,4,3,8,7,4,3,8,0,7,0,7,5,1,4,4,5,3,2,5,3,2,1,3,3,4,1,5,2,2,3,3,2,1,2,4,2,4,3,8.8,4.4,3.2,2.9,2.9,4.2,3.7,3.2,3.7,4.8,2.1,3.6,2.8,4.5,4.3,6,4.8,3.6,3,2.4,5.9,5.1,5.2,10.2,5,110.3
1735,58c6b609dbcdbebd1048a696,1,2017-03-13,15:08:57,1,0,https://www.facebook.com/,683997367792dda3caeb769f017889b4,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,20.1,25.1,-999,1,46,-998,4,-998,9,2,8,-1,-996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.7,4.5,14.9,14.8,5,0,0,9,5,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,10,0,0,0,0,10,1,0,0,0,4,4,5,2,2,5,2,1,1,3,5,5,1,5,3,3,3,2,1,2,2,1,5,4,5,9.2,3.6,3.3,2.4,5.9,2.3,2.9,2.5,3.1,3.7,2.2,1.9,2,2.1,6.4,4.6,1.8,3.9,2.7,4.2,2,2.9,3.3,3.3,1.9,84.1
1736,58c6b753dbcdbebd1048a698,1,2017-03-13,15:14:27,1,0,http://www.stem-consult.nl/,f113e0c1e419cc39658280a31a3b450e,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,42.6,40.9,-999,2,37,3,9,2,4,2,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,50,46.3,36.9,31.4,0,0,8,0,7,4,8,8,1,1,7,1,7,4,8,8,5,7,5,4,1,8,7,3,9,1,9,4,9,9,1,2,2,4,5,4,2,1,3,5,1,3,1,2,2,4,2,3,4,2,2,4,5,2,2,9.9,6.1,5.7,3.5,5.7,3.8,3.5,3.4,10.3,2.9,2.1,5.6,3.8,3.8,8.9,8.7,3.1,2.7,2.4,2.5,3.5,3.7,2.7,3.7,3.5,115.5
1737,58c6b757dbcdbebd1048a69a,1,2017-03-13,15:14:31,1,0,http://l.facebook.com/l.php?u=http://www.stem-consult.nl/,f113e0c1e419cc39658280a31a3b450e,Other 0.0.0,Windows 10 0.0.0,IE 11.0.0,-999,-999,-999,-999,-999,37.8,13.9,-999,1,50,5,12,2,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,9.8,2.8,26,7.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,2,5,1,1,3,2,1,1,1,5,5,1,5,2,2,4,1,1,2,5,1,3,1,3,14,3.8,3.9,3.6,2.2,5.4,8.1,3.5,3.2,1.9,3.3,4.5,3.2,2.6,5.6,6.5,3.8,2.9,3.6,2.8,5.2,2.4,4.5,5.4,4.2,110.1
1739,58c6b787dbcdbebd1048a69e,1,2017-03-13,15:15:19,1,0,https://www.facebook.com/,686995f9e316b1906f96cd724c39bb25,Other 0.0.0,Mac OS X 10.12.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,25,43.1,-999,2,20,6,5,3,4,1,-997,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.9,49.9,18.7,20.7,4,8,5,8,1,7,6,3,8,4,6,0,5,2,8,8,4,5,6,3,0,9,7,5,3,0,3,3,8,8,2,2,4,5,4,2,2,2,4,5,3,4,2,4,4,4,2,1,4,2,2,2,4,-999,2,4.5,4,2.6,2.9,4.9,2.4,6.7,3.3,4.3,2.5,2,4.3,5.9,4.5,9.9,3.4,2.8,3.2,1.9,1.8,2.7,2.1,2.3,5.7,2.4,93
1740,58c6b79cdbcdbebd1048a6a0,1,2017-03-13,15:15:40,1,0,https://www.facebook.com/,aacb4fd8a563537ba05f8b89f787e4af,Other 0.0.0,Windows 8.1 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,16.9,27.7,69.8,2,22,6,12,2,12,1,-997,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,58.9,19.5,2.1,13.9,8,9,2,6,0,8,7,0,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,0,0,0,0,3,0,4,4,5,5,4,5,5,1,5,5,1,5,2,5,4,3,4,5,5,2,-999,5,2,5,2,3.2,1.9,2.1,1.4,3.6,1.6,2.5,2.5,2,3.2,2,2.6,2.2,2.1,3,36.6,33.3,2,1.4,2.5,4.3,1.9,3.3,2.1,2.6,125.9
1741,58c6b81edbcdbebd1048a6a2,1,2017-03-13,15:17:50,1,1,http://kieswijzerkiezer.nl/vraag-18a,a5327d5270ad0a318039a5841c7495ca,iPad 0.0.0,iOS 10.2.1,Mobile Safari 10.0.0,-999,-999,-999,-999,-999,29.1,70.1,-999,2,45,5,12,3,1,-998,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,44.8,29.3,35.7,27.5,8,6,6,7,8,6,4,4,7,4,7,4,7,7,4,7,5,7,7,4,3,1,8,3,6,3,6,2,5,5,4,3,4,1,1,4,2,2,2,3,1,3,2,3,4,4,3,1,3,2,1,2,5,1,3,9.3,5.6,4.8,3.2,2.7,8.8,6.7,6.3,3.8,6.7,2.7,6.6,6.3,3.4,5.7,10.2,2.6,4.7,7.7,2.7,3.3,3.8,7.4,4.5,4,133.5
